INSPECCION,MATRICULA,F.MATRIC.,MARCA Y MODELO,BASTIDOR,GRUP,TIP,F,F.INSPEC.,L,I.1,M.1,I.2,M.2,I.3,M.3,I.4,M.4,RESUL.,F.VALIDEZ,DEFEC.
170823289/2017,8692-BSN,05/02/2002,FIAT PUNTO,ZFA18800005127157,1000,001,1,14/01/2017,1,MCG,14,VPS,12,REB,17,ASC,22,DF.LEV,14/01/2018,['0904-L']
170823290/2017,1183-GKS,30/01/2009,PEUGEOT 207 5P,VF3WC8HZC34529626,1000,001,1,14/01/2017,1,MCG,14,VPS,12,REB,17,ASC,22,FAVOR.,14/01/2019,['']
170823291/2017,8869-CRV,02/02/2004,VOLKSWAGEN TOURAN 1.9 TD,WVGZZZ1TZ4W074682,1000,001,1,14/01/2017,1,MCG,14,VPS,12,REB,17,ASC,22,DF.LEV,14/01/2018,['0103-L']
170823292/2017,4683-BVX,13/03/1997,RENAULT MEGANE,VF1LA0Y0515998426,1000,002,2,14/01/2017,1,MCG,999,REB,999,,,,,DF.LEV,14/01/2018,"['0901-L', '0904-L']"
170823293/2017,TO-2517-AC,28/12/1998,CITROEN XSARA,VF7N1WJZF36433332,1000,002,2,14/01/2017,1,MCG,999,ASC,999,,,,,DESFA.,00/00/0000,['0302-G']
170823294/2017,M-7873-UF,20/01/1997,PEUGEOT PARTNER COMBI,VF35FD9BD60012730,3100,001,1,14/01/2017,1,MCG,14,VPS,12,REB,17,ASC,22,DF.LEV,14/07/2017,['0901-L']
170823295/2017,9158-DFF,03/01/2005,SEAT LEON 1.9 TDI 6V,VSSZZZ1MZ5R044711,1000,001,1,14/01/2017,1,MCG,14,VPS,12,REB,17,ASC,22,FAVOR.,14/01/2018,['']
170823296/2017,3082-FKR,24/01/2007,SSANGYONG KYRON,KPTS0A1KS6P049914,1000,001,1,14/01/2017,1,MCG,14,VPS,12,REB,17,ASC,22,FAVOR.,24/01/2018,['']
170823297/2017,8368-DLF,02/06/2005,SSANGYONG REXTON,KPTG0B1FS5P173555,2400,001,1,14/01/2017,1,MCG,14,VPS,12,REB,17,ASC,22,FAVOR.,14/07/2017,['']
170823298/2017,4606-CPG,02/12/2003,SEAT IBIZA 1.9 TDI 4P,VSSZZZ6LZ4R096320,1000,001,1,14/01/2017,1,MCG,14,VPS,12,REB,17,ASC,22,FAVOR.,14/01/2018,['']
170823299/2017,E-0302-BFC,14/09/2007,SUZUKI KING QUAD,5SAAP41A967119165,6600,001,1,14/01/2017,1,MCG,14,VPS,18,,,,,FAVOR.,14/01/2019,['']
170823300/2017,2156-BPV,28/11/2001,OPEL ASTRA G CC,W0L0TGF4825029406,1000,001,1,14/01/2017,1,MCG,14,ASC,12,REB,17,ASC,22,FAVOR.,14/01/2018,['']
170823301/2017,9618-CRJ,16/01/2004,OPEL VIVARO,W0LJ7ACA64V614081,3100,001,1,14/01/2017,1,MCG,14,VPS,12,REB,17,ASC,22,DF.LEV,14/07/2017,['0103-L']
170823302/2017,6146-HBM,27/01/2011,AUDI A4,WAUZZZ8K6BA096797,1000,001,1,14/01/2017,1,MCG,14,VPS,12,REB,17,ASC,22,FAVOR.,14/01/2019,['']
170823303/2017,2643-FVH,30/08/2007,PEUGEOT EXPERT,VF3XDRHKH64080270,1002,001,1,14/01/2017,1,MCG,14,VPS,12,REB,17,ASC,22,DF.LEV,30/08/2018,"['0103-L', '0202-L']"
170823304/2017,4988-CYM,22/07/2004,RENAULT CLIO,VF1BBR8EF31740990,1000,002,2,14/01/2017,1,MCG,999,MBM,999,,,,,DF.LEV,14/01/2018,"['0103-L', '0601-L']"
170823305/2017,TO-7361-X,04/06/1996,CITROEN XANTIA 1.9D,VF7X16A00096A2685,1000,001,1,14/01/2017,1,MCG,14,VPS,12,REB,17,MBM,22,FAVOR.,14/01/2018,['']
170823306/2017,9414-DFB,29/12/2004,ROVER 45,SARRTZLNR5D650991,1000,001,1,14/01/2017,1,MCG,14,VPS,12,REB,17,MBM,22,DF.LEV,14/01/2018,['0901-L']
170823307/2017,M-5199-TU,17/07/1996,SEAT INCA,VSSZZZ9KZTR020814,3100,002,2,14/01/2017,1,MCG,999,,,,,,,DF.LEV,14/07/2017,"['0601-L', '0901-L']"
170823308/2017,8882-CMG,25/09/2003,RENAULT MEGANE CLASSIC,VF1LA1U0529206777,1000,001,1,14/01/2017,1,MCG,14,VPS,12,REB,17,ASC,22,DESFA.,00/00/0000,"['0410-G', '0410-G', '0901-L', '0904-L']"
170823309/2017,M-8034-ZJ,31/05/2000,PEUGEOT 406,VF38BRHZE81107241,1000,002,2,14/01/2017,1,MCG,999,,,,,,,DESFA.,00/00/0000,"['0103-L', '0503-G', '0901-L']"
170823310/2017,1034-CGK,01/04/2003,SEAT TOLEDO 1.9 TDI 5V,VSSZZZ1MZ3R107192,1000,001,1,14/01/2017,1,MCG,14,VPS,12,REB,17,ASC,22,FAVOR.,14/01/2018,['']
170823311/2017,TO-2154-P,15/01/1991,RENAULT 5,VS5C40105M0200094,1000,002,2,14/01/2017,1,MCG,999,REB,999,,,,,DF.LEV,14/01/2018,"['0901-L', '0904-L']"
170823312/2017,8488-DVR,26/01/2006,MAZDA 6,JMZGG128261637728,1000,001,1,14/01/2017,1,MCG,14,VPS,12,REB,17,ASC,22,FAVOR.,14/01/2018,['']
170823313/2017,2420-HJX,26/03/2012,PEUGEOT 207 5P ACTIVE HD,VF3WC8HR0CT015477,1000,001,1,14/01/2017,1,MCG,14,VPS,12,REB,17,ASC,22,FAVOR.,14/01/2019,['']
170823314/2017,TO-3119-AC,07/01/1999,FORD FOCUS 3P,WF0BXXGCDBWR87907,1000,001,1,14/01/2017,1,MCG,14,VPS,12,REB,17,ASC,22,FAVOR.,14/01/2018,['']
170823315/2017,9968-BSF,23/01/2002,SEAT IBIZA 1.9 SDI 5P,VSSZZZ6KZ2R126939,1000,001,1,16/01/2017,1,JHD,14,REB,12,MCG,17,MBM,22,FAVOR.,16/01/2018,['']
170823316/2017,0958-BHH,02/04/2001,CITROEN XSARA 20HDI,VF7N1RHYB73149524,1000,002,2,16/01/2017,1,JHD,999,MCG,999,,,,,DF.LEV,16/01/2018,"['0103-L', '0401-L', '0901-L']"
170823317/2017,3295-HBN,28/01/2011,HONDA CR-V,SHSRE6780BU002567,1000,001,1,16/01/2017,1,JHD,14,VPS,12,MCG,17,MBM,22,FAVOR.,16/01/2019,['']
170823318/2017,M-1776-UM,01/04/1997,CITROEN BERLINGO,VF7MFD9BE65064623,3100,001,1,16/01/2017,1,JHD,14,REB,12,MCG,17,MBM,22,FAVOR.,16/07/2017,['']
170823319/2017,7364-DDS,20/12/2004,NISSAN PRIMERA 4P 1.9D,SJNBFAP12U0226804,1000,001,1,16/01/2017,1,JHD,14,REB,12,MCG,17,MBM,22,FAVOR.,16/01/2018,['']
170823320/2017,0947-HNT,31/01/2013,PEUGEOT 5008,VF30ERHE8CS259513,1000,001,1,16/01/2017,1,JHD,14,REB,12,MCG,17,MBM,22,DF.LEV,16/01/2019,['0212-L']
170823321/2017,8815-DFL,13/01/2005,CITROEN C2,VF7JM8HZB97215230,1000,001,1,16/01/2017,1,JHD,14,VPS,12,MCG,17,MBM,22,FAVOR.,16/01/2018,['']
170823322/2017,4264-BRZ,11/01/2002,VOLKSWAGEN PASSAT 1.9 TD,WVWZZZ3BZ2E272349,1000,001,1,16/01/2017,1,JHD,14,VPS,12,MCG,17,MBM,22,FAVOR.,16/01/2018,['']
170823323/2017,4079-GKM,20/01/2009,VOLKSWAGEN POLO,WVWZZZ9NZ9Y145507,1000,001,1,16/01/2017,1,JHD,14,REB,12,MCG,17,MBM,22,DF.LEV,16/01/2019,['0103-L']
170823324/2017,C-0425-BSW,02/01/2007,AIXAM K34VBA,VLGK34VBAA3072172,0300,002,2,16/01/2017,1,MBM,999,,,,,,,NO AP.,00/00/0000,"['0601-C', '0601-G']"
170823325/2017,3011-DBJ,30/09/2004,DAEWOO KALOS,KLASF69715B291047,1000,001,1,16/01/2017,1,JHD,14,VPS,12,MCG,17,MBM,22,DESFA.,00/00/0000,"['0202-L', '0401-L', '0402-G', '0406-G']"
170823326/2017,8780-GGY,11/08/2008,SEAT CORDOBA,VSSZZZ6LZ8R171505,1000,002,2,16/01/2017,1,JHD,999,VPS,999,,,,,DF.LEV,16/01/2019,"['0401-L', '0406-L']"
170823327/2017,8520-HNN,17/01/2013,SEAT LEON,VSSZZZ1PZDR010162,1000,001,1,16/01/2017,1,JHD,14,VPS,12,MCG,17,MBM,22,FAVOR.,16/01/2019,['']
170823328/2017,8727-CHR,21/05/2003,RENAULT CLIO,VF1BB07CF28679821,1000,001,1,16/01/2017,1,JHD,14,VPS,12,MCG,17,MBM,22,FAVOR.,16/01/2018,['']
170823329/2017,5947-BNR,05/06/2000,TOYOTA AVENSIS,SB153ABN00E096097,1000,002,2,16/01/2017,1,JHD,999,,,,,,,FAVOR.,16/01/2018,['']
170823330/2017,4942-CMW,16/10/2003,RENAULT LAGUNA GRAND TOU,VF1KG0G0629468092,1000,001,1,16/01/2017,1,JHD,14,VPS,12,MCG,17,MBM,22,FAVOR.,16/01/2018,['']
170823331/2017,2702-DBF,28/09/2004,FORD FIESTA,WF0HXXWPJH4C75843,1000,002,2,16/01/2017,2,JHD,999,,,,,,,FAVOR.,16/01/2018,['']
170823332/2017,7197-HNG,20/12/2012,CITROEN C4,VF7NC5FS0CY627649,1000,001,1,16/01/2017,1,JHD,14,VPS,12,MCG,17,MBM,22,FAVOR.,16/01/2019,['']
170823333/2017,1472-GKS,30/01/2009,NISSAN NOTE,SJNFDAE11U1258970,1000,001,1,16/01/2017,1,JHD,14,VPS,12,MCG,17,MBM,22,DESFA.,00/00/0000,"['0103-G', '0202-L']"
170823334/2017,4480-FJY,28/12/2006,RENAULT LAGUNA,VF1BG4VB637079603,1000,001,1,16/01/2017,1,JHD,14,VPS,12,MCG,17,MBM,22,FAVOR.,16/01/2018,['']
170823335/2017,0579-GNP,17/07/2009,SKODA SUPERB,TMBAE73T2A9008490,1042,001,1,16/01/2017,1,JHD,14,VPS,12,MCG,17,JHD,999,FAVOR.,16/07/2017,['']
170823336/2017,8654-BSN,05/02/2002,OPEL ASTRA-G-CC,W0L0TGF0828046210,1000,001,1,16/01/2017,1,JHD,14,MCG,17,VPS,12,MBM,22,DF.LEV,16/01/2018,"['0202-L', '0901-L', '0903-L']"
170823337/2017,5373-DPT,16/12/1998,JAGUAR DAIMLER V8,SAJDKAMD4CH857151,1000,001,1,16/01/2017,1,JHD,14,VPS,12,MCG,17,MBM,22,FAVOR.,16/01/2018,['']
170823338/2017,1681-GBJ,27/02/2008,AUDI A6,WAUZZZ4F38N102761,1000,001,1,16/01/2017,1,JHD,14,VPS,12,MCG,17,MBM,22,FAVOR.,16/01/2019,['']
170823339/2017,3082-FYT,27/12/2007,CITROEN BERLINGO HDI,VF7GJ9HXC93493855,3100,001,1,16/01/2017,1,JHD,14,REB,12,MCG,17,MBM,22,FAVOR.,16/01/2018,['']
170823340/2017,R-7660-BCK,23/02/2011,LECI?ENA AR10401,VSRSP3N10ML075450,4311,001,1,16/01/2017,2,JHD,14,VPS,16,VPS,17,VPS,21,DF.LEV,16/01/2018,"['0210-L', '0409-L']"
170823341/2017,1971-HBL,21/01/2011,MAN TGX 18.480,WMA06XZZ1BP024717,2300,001,1,16/01/2017,2,JHD,14,VPS,16,VPS,17,VPS,21,FAVOR.,16/01/2018,['']
170823342/2017,3584-BBS,18/10/2000,CITROEN C-15 D,VF7VDPG0016PG3535,3100,001,1,16/01/2017,1,JHD,14,MBM,12,MCG,17,MBM,22,FAVOR.,16/07/2017,['']
170823343/2017,0378-BCN,17/11/2000,CITROEN C 15D,VF7VDPB0053PB0656,2420,001,1,16/01/2017,1,JHD,14,MBM,12,MCG,17,MBM,22,DESFA.,00/00/0000,['0601-G']
170823344/2017,M-7906-NV,30/09/1992,CITROEN C15,VS7VDSH0031SH3318,3100,001,1,16/01/2017,1,JHD,14,REB,12,MCG,17,MBM,22,DF.LEV,16/07/2017,"['0402-L', '0403-L', '0406-L', '0601-L']"
170823345/2017,2954-HNS,30/01/2013,PEUGEOT 508,VF38DRHF8DL007699,1000,001,1,16/01/2017,1,JHD,14,REB,12,MCG,17,MBM,22,FAVOR.,16/01/2019,['']
170823346/2017,1842-HBB,22/12/2010,KIA VENGA,TMAEH811ABJ044046,1000,001,1,16/01/2017,1,JHD,14,REB,12,MCG,17,MBM,22,FAVOR.,16/01/2019,['']
170823347/2017,6740-FLV,28/02/2007,KIA RIO,KNEDE244266162460,1000,001,1,16/01/2017,1,JHD,14,REB,12,MCG,17,MBM,22,DESFA.,00/00/0000,"['0103-G', '0405-L', '0406-L']"
170823348/2017,3011-DBJ,30/09/2004,DAEWOO KALOS,KLASF69715B291047,1000,002,2,16/01/2017,2,JHD,999,,,,,,,DF.LEV,16/01/2018,"['0202-L', '0401-L']"
170823349/2017,1692-DMR,08/07/2005,RENAULT LAGUNA,VF1BGCGB633824128,1000,001,1,16/01/2017,1,JHD,14,REB,12,MCG,17,MBM,22,DF.LEV,16/01/2018,['0205-L']
170823350/2017,9971-CGW,16/04/2003,CITROEN BERLINGO,VF7GJWJYB93015635,3100,001,1,16/01/2017,1,JHD,14,REB,12,MCG,17,MBM,22,DF.LEV,16/07/2017,['0407-L']
170823351/2017,0428-CBJ,24/10/2002,FORD FOCUS,WF0BXXGCDB2P54201,1000,001,1,16/01/2017,1,JHD,14,REB,12,MCG,17,MBM,22,DF.LEV,16/01/2018,['0407-L']
170823352/2017,TO-3330-AC,14/01/1999,CITROEN SAXO 1.5 D SX 5P,VF7S1VJZF56734805,1000,001,1,16/01/2017,1,JHD,14,REB,12,MCG,17,MBM,22,DF.LEV,16/01/2018,"['0209-L', '0405-L', '0406-L', '0407-L', '0601-L']"
170823353/2017,3268-DHN,18/03/2005,OPEL COMBO,W0L0XCF0653029256,3100,001,1,16/01/2017,1,JHD,14,REB,12,MCG,17,MBM,22,FAVOR.,16/07/2017,['']
170823354/2017,9426-BNY,25/10/2001,CITROEN XSARA 1.6I,VF7N1NFUB73257135,1000,001,1,16/01/2017,1,JHD,14,REB,12,MCG,17,MBM,22,DESFA.,00/00/0000,['0209-G']
170823355/2017,0094-FCV,13/07/2006,CHEVROLET MATIZ,KL1KF484J6C173963,1000,001,1,16/01/2017,1,JHD,14,REB,12,MCG,17,MBM,22,DF.LEV,16/01/2018,"['0202-L', '0205-L', '0401-L']"
170823356/2017,9013-CRG,13/01/2004,TOYOTA COROLLA,JTDKZ28E100045037,1000,001,1,16/01/2017,1,JHD,14,REB,12,MCG,17,MBM,22,FAVOR.,16/01/2018,['']
170823357/2017,1247-GKL,14/01/2009,MERCEDES C 220,WDD2040081A218325,1000,001,1,16/01/2017,1,JHD,14,REB,12,MCG,17,MBM,22,FAVOR.,16/01/2019,['']
170823358/2017,4501-GZS,29/11/2010,HYUNDAI I20,NLHBA51BABZ003833,1000,001,1,16/01/2017,1,JHD,14,VPS,12,MCG,17,MBM,22,FAVOR.,16/01/2019,['']
170823359/2017,LE-1925-X,16/07/1993,FORD FIESTA,VS6BXXWPFBPB22339,1000,001,1,16/01/2017,1,JHD,14,VPS,12,MCG,17,MBM,22,DF.LEV,16/01/2018,['0202-L']
170823360/2017,6737-BXW,10/07/2002,MERCEDES-BENZ 316 CDI,WDB9036621R420356,3100,001,1,16/01/2017,1,JHD,14,REB,12,MCG,17,MBM,22,DF.LEV,16/07/2017,['0405-L']
170823361/2017,2981-HBK,18/01/2011,OPEL ASTRA,W0LPD6EG5AG111033,1000,001,1,16/01/2017,1,JHD,14,VPS,12,MCG,17,MBM,22,FAVOR.,16/01/2019,['']
170823362/2017,1388-CMP,03/10/2003,JAGUAR X-TYPE 2.0D,SAJAF51T146D57204,1000,002,2,16/01/2017,2,JHD,999,,,,,,,FAVOR.,16/01/2018,['']
170823363/2017,3692-GXC,15/06/2010,TOYOTA LAND CRUISER,JTECH3FJ205001852,1001,006,1,16/01/2017,1,REB,999,REB,24,,,,,DESFA.,00/00/0000,['1007-G']
170823364/2017,5619-DVW,31/01/2006,CITROEN C4,VF7LC9HXC74333097,1000,001,1,16/01/2017,1,JHD,14,VPS,12,MCG,17,MBM,22,FAVOR.,16/01/2018,['']
170823365/2017,9070-GCV,17/04/2008,FORD FIESTA,WF0HXXWPJH8G51096,1000,001,1,16/01/2017,1,JHD,14,VPS,12,MCG,17,MBM,22,DESFA.,00/00/0000,"['0103-G', '0401-L']"
170823366/2017,0775-BZD,29/08/2002,RENAULT KANGOO,VF1KC0JEF27157276,3100,001,1,16/01/2017,1,JHD,14,VPS,12,MCG,17,MBM,22,DESFA.,00/00/0000,"['0202-L', '0202-G', '0302-G', '0406-G', '0408-G']"
170823367/2017,TO-3500-W,05/01/1995,SEAT TOLEDO 1.8 INY,VSSZZZ1LZZD330121,1000,001,1,16/01/2017,1,JHD,14,VPS,12,MCG,17,MBM,22,DF.LEV,16/01/2018,['0601-L']
170823368/2017,3007-CRC,11/05/2000,BMW SERIE 3,WBAAL910X0FS06029,1000,002,2,16/01/2017,2,JHD,999,,,,,,,FAVOR.,16/01/2018,['']
170823369/2017,M-8505-KL,17/11/1989,AUDI 90 2.22 INY,WAUZZZ8AZLA080053,1000,001,1,16/01/2017,1,JHD,14,VPS,12,MCG,17,MBM,22,FAVOR.,16/01/2018,['']
170823370/2017,1548-DGC,03/02/2005,TOYOTA COROLLA,SB1JZ28E70E088218,1000,001,1,16/01/2017,1,JHD,14,VPS,12,MCG,17,MBM,22,FAVOR.,16/01/2018,['']
170823371/2017,9876-CRY,06/02/2004,RENAULT LAGUNA,VF1BG0G0629659650,1000,001,1,16/01/2017,1,JHD,14,VPS,12,MCG,17,MBM,22,FAVOR.,16/01/2018,['']
170823372/2017,7510-BBL,29/09/2000,CITROEN SAXO 1.5D,VF7S1VJZF57310221,1000,001,1,16/01/2017,1,JHD,14,MBM,12,MCG,17,MBM,22,FAVOR.,16/01/2018,['']
170823373/2017,5628-GZS,29/11/2010,MERCEDES BENZ GLK 220 CD,WDC2049021F573954,1000,001,1,16/01/2017,1,JHD,14,MBM,12,MCG,17,MBM,22,FAVOR.,16/01/2019,['']
170823374/2017,TO-8866-AD,28/10/1999,OPEL CORSA,W0L0SBF08Y4038042,1000,001,1,16/01/2017,1,JHD,14,VPS,12,MCG,17,MBM,22,DF.LEV,16/01/2018,['0202-L']
170823375/2017,MF01815,21/11/2008,NISSAN PATHFINDER,VSKJVWR51U0322652,1033,001,1,16/01/2017,1,JHD,14,VPS,12,MCG,17,MBM,22,DF.LEV,16/01/2019,"['0103-L', '0205-L']"
170823376/2017,0770-CRP,26/01/2004,SEAT CORDOBA,VSSZZZ6LZ4R117741,1000,001,1,16/01/2017,1,JHD,14,VPS,12,REB,17,MCG,22,FAVOR.,16/01/2018,['']
170823377/2017,4628-DNB,20/07/2005,SKODA SUPERB 1.9 TDI 5V,TMBCU63U069100879,1000,001,1,16/01/2017,1,JHD,14,VPS,12,MCG,17,MBM,22,DF.LEV,16/01/2018,['0202-L']
170823378/2017,TO-3167-AF,17/01/2000,CITROEN XSARA 1.9D,VF7N1WJZF36810582,1000,002,2,16/01/2017,2,JHD,999,VPS,999,,,,,FAVOR.,16/01/2018,['']
170823379/2017,TO-1689-X,16/11/1995,TOYOTA 4 RUNNER TD,JT111GND008008639,3133,001,1,16/01/2017,1,JHD,14,VPS,12,MCG,17,MBM,22,DF.LEV,16/07/2017,['0804-L']
170823380/2017,4290-CGZ,25/04/2003,MITSUBISHI SPACE RUNNER,JMBSNN63W1Z000364,1000,001,1,16/01/2017,1,JHD,14,VPS,12,MCG,17,MCG,22,DF.LEV,16/01/2018,['0103-L']
170823381/2017,2541-FRG,05/06/2007,HONDA CB600F,ZDCPC41A07F010991,0405,001,1,16/01/2017,1,JHD,14,VPS,18,VPS,13,,,FAVOR.,16/07/2017,['']
170823382/2017,7823-CDZ,06/10/1998,AUDI A6 2.8 5V,WAUZZZ4BZXN004027,1000,001,1,16/01/2017,1,JHD,14,MBM,12,MCG,17,MBM,22,FAVOR.,16/01/2018,['']
170823383/2017,3143-DVP,24/01/2006,MERCEDES-BENZ MERCEDES B,WDB2030081A697204,1000,001,1,16/01/2017,1,JHD,14,VPS,12,MBM,17,MBM,22,FAVOR.,16/01/2018,['']
170823384/2017,8710-CFV,14/03/2003,PEUGEOT 206,VF32A8HXF43044464,1000,001,1,16/01/2017,1,JHD,14,VPS,12,MBM,17,MBM,22,FAVOR.,16/01/2018,['']
170823385/2017,1853-HNN,14/01/2013,OPEL INSIGNIA LIMOUSINE,W0LGS6EM5C1132949,1000,001,1,16/01/2017,1,JHD,14,REB,12,MCG,17,MBM,22,FAVOR.,16/01/2019,['']
170823386/2017,0738-HBM,26/01/2011,OPEL INSIGNIA LIMOUSINE,W0LGM6EY3B1093676,1000,001,1,16/01/2017,1,JHD,14,REB,12,MCG,17,MBM,22,FAVOR.,16/01/2019,['']
170823387/2017,4115-FKN,19/01/2007,RENAULT MEGANE,VF1BMSEA636876436,1000,001,1,16/01/2017,1,JHD,14,MBM,12,MBM,17,MCG,22,DF.LEV,19/01/2018,"['0103-L', '0401-L', '0401-L']"
170823388/2017,9864-BBB,18/09/2000,IVECO 35C11,ZCFC357200D129571,2400,001,1,16/01/2017,2,JHD,14,REB,16,MCG,17,REB,21,FAVOR.,16/07/2017,['']
170823389/2017,1472-GKS,30/01/2009,NISSAN NOTE,SJNFDAE11U1258970,1000,002,2,16/01/2017,1,JHD,999,,,,,,,DF.LEV,16/01/2019,['0202-L']
170823390/2017,M-0392-YC,30/08/1999,VOLKSWAGEN PASSAT,WVWZZZ3BZYP095752,1000,001,1,16/01/2017,1,JHD,14,VPS,12,REB,17,MCG,22,DESFA.,00/00/0000,"['0503-G', '0901-L']"
170823391/2017,2712-DGD,04/02/2005,TOYOTA COROLLA VERSO,NMTEX16R50R028840,1000,001,1,16/01/2017,1,JHD,14,VPS,12,MCG,17,MBM,22,FAVOR.,16/01/2018,['']
170823392/2017,TO-3073-AF,14/01/2000,CITROEN XSARA 1.9D,VF7N1WJZF36794852,1000,001,1,16/01/2017,1,REB,14,REB,12,MCG,17,MBM,22,FAVOR.,16/01/2018,['']
170823393/2017,TO-5354-AC,23/02/1999,NISSAN ECO T.160,VWAL3514XWA409840,2014,001,1,16/01/2017,2,JHD,14,VPS,16,MCG,17,VPS,21,DF.LEV,16/07/2017,['0409-L']
170823394/2017,8804-BGJ,12/03/2001,CITROEN BERLINGO,VF7MFWJZF65573192,3100,002,2,16/01/2017,1,JHD,999,MBM,999,MCG,999,,,DF.LEV,16/07/2017,"['0601-L', '0901-L']"
170823395/2017,0682-CHP,19/05/2003,CITROEN C15,VF7VDVV0005VV7205,2400,001,1,16/01/2017,1,JHD,14,VPS,12,MCG,17,MBM,22,FAVOR.,16/07/2017,['']
170823396/2017,5021-CLV,01/09/2003,HYUNDAI ACCENT,KMHCH51VP3U206347,1000,001,1,16/01/2017,1,JHD,14,VPS,12,MCG,17,MBM,22,DESFA.,00/00/0000,"['0405-L', '0503-G']"
170823397/2017,147189,29/03/1999,VOLKSWAGEN GOLF,WVWZZZ1JZXB147189,1000,014,1,16/01/2017,1,REB,14,REB,12,REB,17,REB,22,DF.LEV,16/01/2018,['0406-L']
170823398/2017,M-4241-XU,25/06/1999,PEUGEOT 306,VF37CLFYE32701931,1000,002,2,16/01/2017,2,JHD,999,VPS,999,MCG,999,,,DF.LEV,16/01/2018,"['0103-L', '0903-L']"
170823399/2017,4097-HNF,14/12/2012,VOLKSWAGEN TIGUAN,WVGZZZ5NZDW533342,1033,001,1,16/01/2017,1,JHD,14,VPS,12,MCG,17,MBM,22,FAVOR.,16/01/2019,['']
170823400/2017,8111-DFD,30/12/2004,HYUNDAI ATOS PRIME,MALAC51HP5M518087,1000,001,1,16/01/2017,1,JHD,14,VPS,12,MCG,17,MBM,22,DF.LEV,16/01/2018,['0202-L']
170823401/2017,8927-CLJ,08/08/2003,CITROEN C-15 D,VF7VDWT0003WT5908,3100,001,1,16/01/2017,1,JHD,14,VPS,12,MCG,17,MBM,22,DESFA.,00/00/0000,['0804-G']
170823402/2017,3830-CKF,04/07/2003,CITROEN C3 1.4 I,VF7FCKFVB26672775,1000,001,1,16/01/2017,1,JHD,14,VPS,12,MCG,17,MBM,22,FAVOR.,16/01/2018,['']
170823403/2017,5825-DMD,12/05/2000,MITSUBISHI MONTERO,JMBMNV68W1J002913,1033,001,1,16/01/2017,1,JHD,14,VPS,12,MCG,17,MBM,22,FAVOR.,16/01/2018,['']
170823404/2017,TO-7177-AF,27/03/2000,CITROEN XSARA 20HDI,VF7N1RHYF36800573,1000,001,1,16/01/2017,1,JHD,14,VPS,12,MCG,17,MBM,22,DF.LEV,16/01/2018,"['0405-L', '0601-L']"
170823405/2017,8167-BVP,25/04/2002,SEAT CORDOBA 1.9 TDI 4P,VSSZZZ6KZ2R196806,1000,002,2,16/01/2017,1,JHD,999,MCG,999,,,,,DF.LEV,16/01/2018,['0901-L']
170823406/2017,M-8103-NU,07/09/1992,RENAULT EXPRESS 1.6D,VF1F404M508918562,3100,001,1,16/01/2017,1,JHD,14,VPS,12,MCG,17,MBM,22,FAVOR.,16/07/2017,['']
170823407/2017,TO-7984-Z,30/01/1998,HYUNDAI SONATA,KMHCF31FPVU758936,1000,001,1,16/01/2017,1,JHD,14,VPS,12,MCG,17,MBM,22,DESFA.,00/00/0000,"['0103-G', '0502-G']"
170823408/2017,M-1171-ZF,26/04/2000,RENAULT MEGANE,VF1BA0NM522133943,1000,001,1,16/01/2017,1,JHD,14,VPS,12,MCG,17,MBM,22,DF.LEV,16/01/2018,['0406-L']
170823409/2017,0378-BCN,17/11/2000,CITROEN C 15D,VF7VDPB0053PB0656,2420,002,2,16/01/2017,1,MBM,999,MCG,17,,,,,FAVOR.,16/07/2017,['']
170823410/2017,3118-DNV,05/08/2005,CITROEN XSARA PICASSO,VF7CHRHYB39968287,1000,012,1,16/01/2017,1,JHD,14,JHD,12,JHD,17,JHD,22,FAVOR.,16/01/2018,['']
170823411/2017,0986-DHP,21/03/2005,ALFA ROMEO ALFA ROMEO GT,ZAR93700005174374,1000,001,1,16/01/2017,1,JHD,14,VPS,12,MCG,17,MBM,22,DESFA.,00/00/0000,['0302-G']
170823412/2017,1672-BWF,16/05/2002,TOYOTA MR2,JTDFR320300026154,1000,001,1,16/01/2017,1,JHD,14,MBM,12,MCG,17,MBM,22,FAVOR.,16/01/2018,['']
170823413/2017,TO-4247-AF,04/02/2000,KIA SEPHIA II,KNEFB2222Y5614492,1000,001,1,16/01/2017,1,JHD,14,VPS,12,MCG,17,MBM,22,DESFA.,00/00/0000,['0804-G']
170823414/2017,3271-FKT,26/01/2007,CHRYSLER 300C,1C3H8E3D86Y172315,1000,001,1,16/01/2017,1,JHD,14,VPS,12,MCG,17,MBM,22,FAVOR.,26/01/2018,['']
170823415/2017,7850-CDR,29/01/2003,CITROEN XSARA 2.0 HDI,VF7N2RHYB73680686,1002,001,1,16/01/2017,1,JHD,14,VPS,12,MCG,17,MBM,22,FAVOR.,16/01/2018,['']
170823416/2017,M-7740-SY,23/11/1995,VOLVO 9448172111,YV1944811T1225191,1000,001,1,16/01/2017,1,JHD,14,VPS,12,MCG,17,MBM,22,FAVOR.,16/01/2018,['']
170823417/2017,0049-FKV,29/01/2007,VOLKSWAGEN PASSAT,WVWZZZ3CZ7E145910,1002,001,1,16/01/2017,1,JHD,14,VPS,12,MCG,17,MBM,22,FAVOR.,29/01/2018,['']
170823418/2017,0986-DHP,21/03/2005,ALFA ROMEO ALFA ROMEO GT,ZAR93700005174374,1000,002,2,16/01/2017,2,REB,999,,,,,,,FAVOR.,16/01/2018,['']
